name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Kevin Engel,The Hitman,5.0,1.0,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kevin Ferguson,Kimbo Slice,5.0,2.0,0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,8-Feb-74,2.3,50%,3.41,38%,3.1,72%,36%,1.2,,,,,,,,,,,,,,,,,,,,left_only,5,2,0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,8-Feb-74,2.3,50%,3.41,38%,3.1,72%,36%,1.2
Kevin Haley,The North Woods Nightmare,6.0,4.0,0,"6' 2""",205 lbs.,--,,--,0.87,59%,0.87,64%,3.0,100%,0%,2.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,"6' 2""",205 lbs.,--,,--,0.87,59%,0.87,64%,3.0,100%,0%,2.0
Kevin Jackson,-,4.0,2.0,0,"5' 10""",199 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,"5' 10""",199 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kevin Knabjian,-,12.0,7.0,1,"5' 10""",170 lbs.,--,Orthodox,5-Jul-84,0.0,0%,15.56,22%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,7,1,"5' 10""",170 lbs.,--,Orthodox,5-Jul-84,0.0,0%,15.56,22%,0.0,0%,100%,0.0
Kevin Natividad,Quicksand,9.0,4.0,0,"5' 6""",135 lbs.,"70""",Orthodox,2-Apr-93,2.68,34%,4.29,47%,3.66,50%,83%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,4,0,"5' 6""",135 lbs.,"70""",Orthodox,2-Apr-93,2.68,34%,4.29,47%,3.66,50%,83%,0.0
Kevin Roddy,K-Rod,15.0,16.0,1 (1 NC),"5' 11""",145 lbs.,--,,--,2.64,30%,2.38,60%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,16,1 (1 NC),"5' 11""",145 lbs.,--,,--,2.64,30%,2.38,60%,0.0,0%,50%,0.0
Kevin Rosier,-,2.0,6.0,0,"6' 4""",275 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,6,0,"6' 4""",275 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kevin Szaflarski,-,11.0,2.0,0,"6' 5""",260 lbs.,"77""",Orthodox,30-Dec-94,1.13,28%,8.07,30%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,2,0,"6' 5""",260 lbs.,"77""",Orthodox,30-Dec-94,1.13,28%,8.07,30%,0.0,0%,0%,0.0
Kevin Vallejos,El Chino,11.0,1.0,0,"5' 7""",145 lbs.,"68""",Switch,8-Dec-01,4.73,44%,5.8,51%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,1,0,"5' 7""",145 lbs.,"68""",Switch,8-Dec-01,4.73,44%,5.8,51%,0.0,0%,66%,0.0
Khadis Ibragimov,-,8.0,4.0,0,"6' 3""",205 lbs.,"78""",Orthodox,21-May-95,3.55,49%,4.26,47%,0.97,30%,80%,0.3,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 3""",205 lbs.,"78""",Orthodox,21-May-95,3.55,49%,4.26,47%,0.97,30%,80%,0.3
Khadzhi Bestaev,Best,10.0,4.0,0,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10.0,43%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,4,0,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10.0,43%,0.0,0%,0%,0.0
Khalid Murtazaliev,-,14.0,2.0,0,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,69%,0.4,78%,7.5,100%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,2,0,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,69%,0.4,78%,7.5,100%,33%,0.0
Khalil Rountree Jr.,-,14.0,5.0,0 (1 NC),"6' 1""",205 lbs.,"76""",Southpaw,26-Feb-90,3.84,39%,4.18,50%,0.0,0%,58%,0.1,,,,,,,,,,,,,,,,,,,,left_only,14,5,0 (1 NC),"6' 1""",205 lbs.,"76""",Southpaw,26-Feb-90,3.84,39%,4.18,50%,0.0,0%,58%,0.1
Khaos Williams,The OxFighter,14.0,3.0,0,"6' 0""",170 lbs.,"77""",Orthodox,30-Mar-94,5.77,39%,5.33,42%,0.0,0%,80%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,3,0,"6' 0""",170 lbs.,"77""",Orthodox,30-Mar-94,5.77,39%,5.33,42%,0.0,0%,80%,0.0
Khomkrit Niimi,The Bumblebee,6.0,10.0,0,"5' 2""",125 lbs.,--,,--,0.0,0%,5.73,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,10,0,"5' 2""",125 lbs.,--,,--,0.0,0%,5.73,44%,0.0,0%,0%,0.0
Kier Gooch,-,2.0,7.0,0,--,155 lbs.,--,,21-Apr-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,7,0,--,155 lbs.,--,,21-Apr-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kim Couture,Sugar Free,3.0,8.0,0,"5' 8""",135 lbs.,--,Orthodox,18-Dec-75,12.12,80%,2.31,69%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,8,0,"5' 8""",135 lbs.,--,Orthodox,18-Dec-75,12.12,80%,2.31,69%,0.0,0%,0%,0.0
Kim In Seok,-,3.0,6.0,0,"5' 6""",145 lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,6,0,"5' 6""",145 lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0
Kimo Leopoldo,-,10.0,7.0,1,"6' 3""",235 lbs.,--,Orthodox,5-Jan-68,0.76,83%,2.12,30%,4.55,100%,0%,2.3,,,,,,,,,,,,,,,,,,,,left_only,10,7,1,"6' 3""",235 lbs.,--,Orthodox,5-Jan-68,0.76,83%,2.12,30%,4.55,100%,0%,2.3
Kin Moy,Kong,8.0,3.0,0,"5' 5""",135 lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 5""",135 lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7
Kiril Sidelnikov,-,11.0,4.0,0,"5' 11""",230 lbs.,--,,17-Aug-88,2.87,28%,4.48,61%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 11""",230 lbs.,--,,17-Aug-88,2.87,28%,4.48,61%,0.0,0%,0%,0.0
Kiyoshi Tamura,-,32.0,13.0,3,"5' 11""",185 lbs.,--,Southpaw,17-Dec-69,2.44,53%,1.44,60%,0.58,60%,45%,0.2,,,,,,,,,,,,,,,,,,,,left_only,32,13,3,"5' 11""",185 lbs.,--,Southpaw,17-Dec-69,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Klayton Mai,-,8.0,3.0,0,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7
Koichiro Matsumoto,-,15.0,3.0,1,"5' 7""",145 lbs.,--,,7-Mar-86,1.9,26%,3.5,31%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,3,1,"5' 7""",145 lbs.,--,,7-Mar-86,1.9,26%,3.5,31%,0.0,0%,0%,0.0
Koji Kitao,-,1.0,2.0,0,"6' 7""",350 lbs.,--,Southpaw,12-Oct-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"6' 7""",350 lbs.,--,Southpaw,12-Oct-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Koji Oishi,-,25.0,10.0,10,"5' 8""",170 lbs.,--,Orthodox,31-May-77,1.43,9%,17.86,43%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,25,10,10,"5' 8""",170 lbs.,--,Orthodox,31-May-77,1.43,9%,17.86,43%,0.0,0%,0%,0.0
Kolton Englund,White Assassin,9.0,4.0,0,"5' 10""",155 lbs.,"69""",Orthodox,9-Jul-93,2.31,25%,11.54,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,4,0,"5' 10""",155 lbs.,"69""",Orthodox,9-Jul-93,2.31,25%,11.54,40%,0.0,0%,0%,0.0
Konstantin Erokhin,-,9.0,3.0,0,"5' 11""",230 lbs.,--,Orthodox,31-Jan-83,1.07,36%,1.83,47%,0.0,0%,70%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,3,0,"5' 11""",230 lbs.,--,Orthodox,31-Jan-83,1.07,36%,1.83,47%,0.0,0%,70%,0.0
Korey Kuppe,-,8.0,4.0,0,"6' 5""",170 lbs.,"77""",Switch,23-Jan-89,0.73,73%,1.33,31%,0.0,0%,69%,1.0,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 5""",170 lbs.,"77""",Switch,23-Jan-89,0.73,73%,1.33,31%,0.0,0%,69%,1.0
Kotetsu Boku,-,25.0,11.0,2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,25,11,2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0.0,0%,0%,0.0
Koya Kanda,Bushido,12.0,5.0,0,"5' 9""",145 lbs.,"75""",Southpaw,20-Dec-95,3.63,41%,2.9,53%,2.0,18%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,5,0,"5' 9""",145 lbs.,"75""",Southpaw,20-Dec-95,3.63,41%,2.9,53%,2.0,18%,100%,0.0
Koyomi Matsushima,-,13.0,6.0,0,"5' 7""",145 lbs.,"66""",Orthodox,8-Oct-92,2.7,47%,2.83,59%,9.0,52%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,6,0,"5' 7""",145 lbs.,"66""",Orthodox,8-Oct-92,2.7,47%,2.83,59%,9.0,52%,33%,0.0
Kris Moutinho,-,9.0,6.0,0,"5' 7""",135 lbs.,"68""",Southpaw,9-Aug-92,4.86,32%,15.48,28%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"5' 7""",135 lbs.,"68""",Southpaw,9-Aug-92,4.86,32%,15.48,28%,0.0,0%,0%,0.0
Krishaun Gilmore,-,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kristian Rothaermel,-,4.0,3.0,0,"6' 0""",205 lbs.,--,Open Stance,31-Jan-72,0.75,50%,2.49,41%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"6' 0""",205 lbs.,--,Open Stance,31-Jan-72,0.75,50%,2.49,41%,0.0,0%,0%,0.0
Kristof Midoux,The Hurricane,6.0,10.0,0,"6' 1""",220 lbs.,--,Orthodox,30-Jul-74,0.7,43%,2.89,49%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,10,0,"6' 1""",220 lbs.,--,Orthodox,30-Jul-74,0.7,43%,2.89,49%,0.0,0%,0%,0.0
Kron Gracie,-,5.0,2.0,0,"5' 9""",145 lbs.,"70""",Southpaw,11-Jul-88,3.74,44%,6.82,53%,0.47,25%,0%,0.5,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 9""",145 lbs.,"70""",Southpaw,11-Jul-88,3.74,44%,6.82,53%,0.47,25%,0%,0.5
Krzysztof Jotko,-,24.0,6.0,0,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89,2.98,42%,2.23,57%,1.33,39%,82%,0.1,,,,,,,,,,,,,,,,,,,,left_only,24,6,0,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89,2.98,42%,2.23,57%,1.33,39%,82%,0.1
Kultar Gill,Black Mamba,12.0,8.0,0,"6' 0""",154 lbs.,--,Orthodox,24-Mar-79,1.14,50%,0.4,41%,1.71,66%,38%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,8,0,"6' 0""",154 lbs.,--,Orthodox,24-Mar-79,1.14,50%,0.4,41%,1.71,66%,38%,0.0
Kuniyoshi Hironaka,-,23.0,9.0,0,"5' 10""",168 lbs.,"70""",Orthodox,17-Jun-76,1.98,40%,3.01,54%,1.91,30%,25%,0.6,,,,,,,,,,,,,,,,,,,,left_only,23,9,0,"5' 10""",168 lbs.,"70""",Orthodox,17-Jun-76,1.98,40%,3.01,54%,1.91,30%,25%,0.6
Kurt Holobaugh,-,21.0,7.0,0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,8-Sep-86,4.89,44%,4.44,48%,0.87,36%,50%,1.1,,,,,,,,,,,,,,,,,,,,left_only,21,7,0 (1 NC),"5' 11""",155 lbs.,"70""",Orthodox,8-Sep-86,4.89,44%,4.44,48%,0.87,36%,50%,1.1
Kurt Osiander,-,4.0,1.0,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kwan Ho Kwak,-,9.0,2.0,0,"5' 5""",135 lbs.,--,Switch,18-Jun-89,3.29,41%,3.45,47%,0.78,100%,26%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,2,0,"5' 5""",135 lbs.,--,Switch,18-Jun-89,3.29,41%,3.45,47%,0.78,100%,26%,0.0
KyeungPyo Kim,Redhorse,11.0,4.0,0,"5' 9""",155 lbs.,"71""",Orthodox,29-Jan-92,6.77,46%,6.32,63%,3.87,40%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 9""",155 lbs.,"71""",Orthodox,29-Jan-92,6.77,46%,6.32,63%,3.87,40%,100%,0.0
Kyle Bochniak,Killer B,8.0,5.0,0,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,2.63,31%,5.11,58%,1.14,15%,62%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,5,0,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,2.63,31%,5.11,58%,1.14,15%,62%,0.0
Kyle Bolt,-,8.0,4.0,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.0,0%,0%,0.0
Kyle Bradley,-,19.0,12.0,0 (1 NC),"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,1.99,40%,3.45,58%,0.65,50%,40%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,12,0 (1 NC),"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,1.99,40%,3.45,58%,0.65,50%,40%,0.0
Kyle Daukaus,-,11.0,4.0,0 (1 NC),"6' 3""",185 lbs.,"76""",Southpaw,27-Feb-93,3.22,52%,2.94,42%,2.12,25%,82%,1.9,,,,,,,,,,,,,,,,,,,,left_only,11,4,0 (1 NC),"6' 3""",185 lbs.,"76""",Southpaw,27-Feb-93,3.22,52%,2.94,42%,2.12,25%,82%,1.9
Kyle Dietz,-,5.0,2.0,0,"5' 8""",135 lbs.,--,Orthodox,29-Apr-86,1.82,45%,2.08,62%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 8""",135 lbs.,--,Orthodox,29-Apr-86,1.82,45%,2.08,62%,0.0,0%,0%,0.0
Kyle Driscoll,KD,12.0,3.0,0,"5' 11""",145 lbs.,"74""",Orthodox,23-Sep-94,2.73,32%,2.6,58%,2.0,18%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"5' 11""",145 lbs.,"74""",Orthodox,23-Sep-94,2.73,32%,2.6,58%,2.0,18%,0%,0.0
Kyle Jensen,-,4.0,11.0,2,"5' 9""",170 lbs.,--,Orthodox,20-Jul-79,0.0,0%,0.92,60%,6.92,100%,0%,6.9,,,,,,,,,,,,,,,,,,,,left_only,4,11,2,"5' 9""",170 lbs.,--,Orthodox,20-Jul-79,0.0,0%,0.92,60%,6.92,100%,0%,6.9
Kyle Kurtz,-,7.0,5.0,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5,,,,,,,,,,,,,,,,,,,,left_only,7,5,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Kyle Levinton,-,0.0,3.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,3,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Nelson,The Monster,15.0,5.0,1,"5' 11""",145 lbs.,"71""",Switch,20-Apr-91,3.46,44%,4.56,52%,1.15,20%,73%,0.7,,,,,,,,,,,,,,,,,,,,left_only,15,5,1,"5' 11""",145 lbs.,"71""",Switch,20-Apr-91,3.46,44%,4.56,52%,1.15,20%,73%,0.7
Kyle Noblitt,-,11.0,2.0,0,"6' 2""",243 lbs.,--,,26-Dec-89,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,2,0,"6' 2""",243 lbs.,--,,26-Dec-89,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Noke,-,22.0,10.0,1,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,50%,2.09,64%,1.53,54%,66%,0.8,,,,,,,,,,,,,,,,,,,,left_only,22,10,1,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,50%,2.09,64%,1.53,54%,66%,0.8
Kyle Prepolec,-,12.0,7.0,0,"5' 10""",170 lbs.,"70""",Southpaw,30-Aug-89,3.2,34%,4.7,54%,0.0,0%,40%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,7,0,"5' 10""",170 lbs.,"70""",Southpaw,30-Aug-89,3.2,34%,4.7,54%,0.0,0%,40%,0.0
Kyle Reyes,Boom,15.0,7.0,0,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,7,0,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Sturgeon,-,0.0,1.0,0,"6' 3""",225 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 3""",225 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Kyle Watson,-,13.0,8.0,1,"6' 0""",155 lbs.,--,Southpaw,9-Aug-79,3.67,35%,3.25,62%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,8,1,"6' 0""",155 lbs.,--,Southpaw,9-Aug-79,3.67,35%,3.25,62%,0.0,0%,100%,0.0
Kyoji Horiguchi,-,19.0,2.0,0,"5' 5""",125 lbs.,"66""",Orthodox,12-Oct-90,3.6,45%,2.45,62%,2.0,44%,55%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,2,0,"5' 5""",125 lbs.,"66""",Orthodox,12-Oct-90,3.6,45%,2.45,62%,2.0,44%,55%,0.0
Kyosuke Sasaki,-,3.0,7.0,4,"5' 7""",183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,7,4,"5' 7""",183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.0,0%,0%,0.0
Kyron Bowen,Bullseye,9.0,5.0,0,"6' 3""",185 lbs.,"73""",Orthodox,22-Dec-93,2.73,57%,2.05,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,5,0,"6' 3""",185 lbs.,"73""",Orthodox,22-Dec-93,2.73,57%,2.05,40%,0.0,0%,0%,0.0
Kyu Sung Kim,-,12.0,5.0,0,--,125 lbs.,--,,5-Nov-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,5,0,--,125 lbs.,--,,5-Nov-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0
LC Davis,-,23.0,8.0,0,"5' 8""",135 lbs.,"69""",Southpaw,28-Oct-80,2.04,30%,2.1,59%,2.27,46%,66%,0.2,,,,,,,,,,,,,,,,,,,,left_only,23,8,0,"5' 8""",135 lbs.,"69""",Southpaw,28-Oct-80,2.04,30%,2.1,59%,2.27,46%,66%,0.2
Lacey Schuckman,-,11.0,10.0,0,"5' 3""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,10,0,"5' 3""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lance Benoist,-,7.0,2.0,0,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,51%,2.7,56%,1.5,33%,61%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,51%,2.7,56%,1.5,33%,61%,0.0
Lance Gibson,Fearless,4.0,5.0,0,"5' 9""",185 lbs.,--,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,5,0,"5' 9""",185 lbs.,--,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0.0,0%,0%,0.0
Lance Lawrence,-,4.0,1.0,0,"6' 1""",145 lbs.,"74""",Orthodox,26-Jun-93,5.87,50%,9.8,24%,1.0,100%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,"6' 1""",145 lbs.,"74""",Orthodox,26-Jun-93,5.87,50%,9.8,24%,1.0,100%,50%,0.0
Landon Quinones,The Lone Wolf,7.0,2.0,1,"5' 9""",155 lbs.,"70""",Southpaw,21-Nov-95,9.87,41%,11.4,54%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,1,"5' 9""",155 lbs.,"70""",Southpaw,21-Nov-95,9.87,41%,11.4,54%,0.0,0%,100%,0.0
Landon Showalter,The Show,11.0,19.0,1,"6' 0""",185 lbs.,--,,14-Jun-76,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,19,1,"6' 0""",185 lbs.,--,,14-Jun-76,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lara Procopio,-,7.0,2.0,0,"5' 4""",125 lbs.,"67""",Orthodox,14-Nov-95,5.64,58%,6.5,47%,3.15,47%,50%,0.3,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"5' 4""",125 lbs.,"67""",Orthodox,14-Nov-95,5.64,58%,6.5,47%,3.15,47%,50%,0.3
Larissa Pacheco,-,10.0,2.0,0,"5' 7""",135 lbs.,--,Orthodox,7-Sep-94,1.21,19%,4.14,55%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,2,0,"5' 7""",135 lbs.,--,Orthodox,7-Sep-94,1.21,19%,4.14,55%,0.0,0%,0%,0.0
Larry Cureton,-,0.0,2.0,0,"6' 2""",240 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"6' 2""",240 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Larry Parker,-,13.0,6.0,1,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,6,1,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lauren Mueller,Princess Tiger,5.0,3.0,0,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0.0
Lauren Murphy,Lucky,16.0,6.0,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,4.05,39%,5.25,55%,1.03,25%,69%,0.1,,,,,,,,,,,,,,,,,,,,left_only,16,6,0,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,4.05,39%,5.25,55%,1.03,25%,69%,0.1
Laverne Clark,-,27.0,21.0,1,"5' 11""",170 lbs.,--,Orthodox,2-Dec-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,27,21,1,"5' 11""",170 lbs.,--,Orthodox,2-Dec-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lazar Stojadinovic,The Bronx Bomber,12.0,5.0,0,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,1.82,29%,1.97,59%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,5,0,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,1.82,29%,1.97,59%,0.0,0%,0%,0.0
Lee Brousseau,Manimal,5.0,3.0,0,"6' 1""",205 lbs.,--,,4-Oct-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"6' 1""",205 lbs.,--,,4-Oct-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Lee Gibson,Lethal,12.0,4.0,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
